bike_name,price,city,kms_driven,owner,age,power,brand
228,117,2,226,1,11,5,6
250,374,2,439,1,19,7,7
71,10,8,11,1,6,10,7
79,375,2,67,1,6,23,9
42,91,2,440,1,2,6,1
257,177,2,441,1,7,9,8
258,266,8,442,1,2,40,15
259,77,1,443,1,7,1,5
48,376,10,39,1,6,13,7
63,126,2,149,1,10,5,4
43,75,2,279,1,1,11,5
6,377,2,190,1,3,5,4
260,378,100,261,2,5,7,6
66,34,19,444,1,6,5,7
147,37,64,445,1,5,1,6
261,153,28,446,1,6,1,8
262,39,31,447,1,2,5,4
157,379,31,118,1,6,5,7
145,39,26,26,1,2,6,5
13,7,2,5,1,1,10,7
13,65,2,31,1,2,10,7
27,71,6,448,1,1,13,7
126,380,6,449,1,2,2,2
12,5,6,88,1,2,9,4
150,381,100,450,1,2,7,6
12,105,31,11,1,2,9,4
34,33,138,26,1,4,2,2
29,39,3,451,1,2,5,5
150,57,2,452,1,6,7,6
70,382,4,453,1,11,9,5
187,285,10,454,1,14,20,7
233,126,28,455,1,4,11,6
2,100,6,456,1,6,2,2
228,42,11,457,2,11,5,6
127,139,6,458,1,6,7,1
66,383,2,65,2,6,5,7
141,1,2,459,1,2,11,7
27,1,2,83,2,3,13,7
22,1,2,10,2,4,5,4
81,152,19,460,1,6,7,6
263,219,2,36,1,2,1,1
42,68,139,461,1,6,6,1
47,243,2,462,1,4,5,8
141,99,10,463,1,2,11,7
157,77,11,464,1,4,5,7
150,126,2,465,1,2,7,6
240,244,3,47,1,7,10,1
233,1,52,262,1,4,11,6
66,384,2,466,1,6,5,7
171,78,10,467,1,2,5,4
121,84,6,468,1,1,10,1
2,81,8,204,1,5,2,2
2,62,2,78,1,6,2,2
145,29,11,469,1,2,6,5
62,5,11,470,1,1,13,7
119,233,6,471,1,2,1,6
55,119,18,26,1,6,4,7
27,385,2,37,1,3,13,7
190,386,2,472,1,6,6,5
96,261,2,15,1,2,26,7
75,290,3,49,1,10,8,2
42,8,66,473,1,4,6,1
122,387,2,474,1,4,2,2
74,77,11,475,1,4,5,4
28,27,140,476,1,6,14,10
188,118,2,477,1,3,11,7
27,1,2,478,1,11,13,7
35,4,10,479,1,14,2,2
80,39,141,128,1,2,11,5
264,388,56,186,1,1,8,2
133,81,142,480,1,6,8,2
15,220,8,481,1,10,11,7
265,61,3,482,1,15,10,1
194,389,42,106,2,10,7,7
13,390,3,483,1,1,10,7
25,1,36,214,1,13,5,7
183,1,36,201,1,3,1,11
114,104,19,484,1,15,6,1
35,222,1,485,1,4,2,2
71,65,8,297,2,4,10,7
51,391,100,154,2,13,7,6
27,152,8,486,1,3,13,7
266,181,143,176,1,2,11,5
191,183,120,487,1,1,11,10
176,37,39,105,1,6,5,7
191,392,12,186,1,7,11,10
11,393,144,488,1,2,5,4
260,117,6,489,1,11,7,6
174,71,11,490,1,2,10,1
48,39,3,491,1,6,13,7
141,34,11,492,1,6,11,7
50,34,66,493,1,5,13,7
17,5,36,204,1,4,10,7
156,394,11,494,1,7,34,17
2,395,2,104,1,5,2,2
133,104,5,352,1,4,8,2
95,243,6,495,1,5,10,7
167,396,21,496,1,1,5,8
30,177,4,189,1,7,10,10
14,284,100,142,1,5,7,7
2,27,2,186,1,4,2,2
267,291,2,196,1,7,1,5
2,65,2,11,1,10,2,2
268,1,6,497,1,1,1,7
220,272,4,40,1,7,34,1
81,301,6,498,1,11,7,6
102,397,2,5,1,7,10,10
2,102,39,499,1,1,2,2
2,398,6,500,1,1,2,2
2,72,39,501,1,1,2,2
2,61,2,153,1,1,2,2
2,56,2,502,1,2,2,2
269,39,2,24,1,2,5,8
122,81,2,129,1,1,2,2
115,399,145,226,1,1,26,7
4,4,2,297,1,2,4,1
194,220,11,78,1,11,7,7
260,34,11,368,1,3,7,6
174,290,2,503,1,1,10,1
174,7,2,104,1,1,10,1
143,7,8,24,2,2,9,4
75,17,31,397,1,5,8,2
17,17,8,37,1,6,10,7
6,113,2,87,1,6,5,4
166,53,146,84,1,7,2,2
87,400,10,189,1,5,25,15
11,181,147,24,1,3,5,4
139,148,11,137,1,4,9,14
63,126,6,504,1,5,5,4
4,152,6,505,1,6,4,1
66,57,6,506,1,6,5,7
11,5,23,26,1,5,5,4
270,401,148,5,1,20,7,6
60,261,10,507,1,6,19,2
4,36,39,151,1,5,4,1
133,261,3,508,3,4,8,2
2,402,2,180,1,1,2,2
34,68,6,87,1,10,2,2
2,56,10,142,1,4,2,2
82,141,2,215,1,1,7,6
271,179,6,509,1,10,7,6
147,1,19,201,1,4,1,6
150,99,2,10,1,2,7,6
272,36,11,510,1,3,7,7
130,403,137,186,1,7,1,5
55,404,1,511,1,6,4,7
55,140,11,512,1,6,4,7
2,405,3,74,1,4,2,2
38,406,1,513,1,9,5,6
6,28,19,262,1,14,5,4
69,56,11,514,1,6,14,10
273,1,39,515,1,1,7,6
25,99,36,516,1,10,5,7
35,287,11,457,1,12,2,2
58,407,149,517,1,7,17,2
23,52,2,518,1,4,11,6
82,20,1,519,1,1,7,6
274,408,4,126,1,6,9,9
51,367,150,26,1,13,7,6
181,285,62,520,1,11,11,8
34,409,8,297,1,5,2,2
11,16,137,204,1,2,5,4
176,410,4,521,1,6,5,7
63,210,2,522,1,11,5,4
82,112,4,523,1,16,7,6
2,411,66,186,1,2,2,2
42,1,2,524,1,4,6,1
133,53,151,270,1,2,8,2
251,33,49,184,1,6,2,2
171,10,49,525,1,6,5,4
51,245,2,201,1,6,7,6
43,43,2,139,2,5,11,5
251,39,2,526,1,18,2,2
35,113,2,2,2,18,2,2
235,82,4,108,1,4,23,12
31,16,4,368,1,2,5,5
102,183,2,104,1,4,10,10
194,301,19,527,1,14,7,7
79,272,11,528,2,6,23,9
274,412,11,280,1,6,9,9
251,61,12,529,1,19,2,2
174,84,13,281,1,2,10,1
57,413,106,530,1,8,7,7
34,33,18,531,1,2,2,2
157,1,143,37,2,6,5,7
29,359,1,532,1,13,5,5
2,414,11,2,1,6,2,2
121,415,2,533,1,2,10,1
43,18,11,534,1,2,11,5
76,167,60,47,1,6,17,14
45,226,2,76,1,1,1,5
94,416,1,87,1,1,5,4
35,324,12,535,1,5,2,2
275,72,8,137,1,7,5,4
228,325,100,37,3,11,5,6
2,417,8,384,1,6,2,2
42,113,3,73,1,6,6,1
122,418,49,536,1,1,2,2
276,65,30,88,1,1,5,4
82,259,100,26,1,13,7,6
106,117,11,261,2,21,7,6
10,61,1,103,1,4,8,2
55,152,4,194,1,4,4,7
109,419,18,537,1,3,5,4
38,52,52,297,1,10,5,6
66,219,18,538,1,6,5,7
42,78,19,539,1,2,6,1
277,13,8,215,1,1,10,1
25,420,62,540,1,12,5,7
203,197,62,87,1,6,9,14
94,9,36,137,1,1,5,4
27,24,152,319,1,10,13,7
150,8,153,541,1,2,7,6
2,5,11,26,1,6,2,2
176,4,154,40,1,6,5,7
69,27,13,542,1,7,14,10
81,139,11,543,1,10,7,6
168,81,8,544,1,7,10,1
278,267,2,5,1,4,42,3
52,421,4,250,1,2,17,12
279,422,155,138,1,2,43,13
196,37,31,545,1,2,1,1
34,61,4,11,1,1,2,2
280,105,3,546,1,22,1,1
24,320,6,547,1,4,11,5
25,152,29,83,1,5,5,7
69,82,11,104,1,7,14,10
6,179,10,548,2,3,5,4
72,348,2,24,1,4,15,9
281,189,6,549,1,7,11,7
167,140,6,550,1,1,5,8
236,423,143,551,1,7,23,12
43,1,18,87,1,3,11,5
82,8,1,552,1,2,7,6
34,56,39,281,1,1,2,2
155,315,2,24,2,4,1,5
17,137,3,149,1,4,10,7
187,118,2,553,1,12,20,7
2,56,40,15,1,4,2,2
282,114,116,554,1,6,44,3
151,117,4,2,1,11,1,5
108,424,2,186,1,7,8,2
70,425,11,28,1,11,9,5
11,183,2,47,1,2,5,4
283,426,8,334,1,7,25,8
284,43,83,37,2,13,11,1
251,427,49,555,1,6,2,2
79,428,3,556,1,6,23,9
35,65,2,557,1,5,2,2
285,429,49,226,1,2,42,3
82,179,39,558,1,13,7,6
2,132,18,559,1,6,2,2
286,65,4,123,2,9,2,2
287,28,42,560,1,2,1,1
94,61,100,187,2,1,5,4
13,119,4,142,2,4,10,7
284,430,39,6,1,9,11,1
2,7,31,561,1,4,2,2
25,431,39,562,1,8,5,7
188,432,39,563,1,12,11,7
258,433,8,442,1,2,40,15
176,356,3,564,1,4,5,7
6,28,3,36,1,3,5,4
2,137,2,103,2,4,2,2
154,4,11,565,1,6,6,5
2,102,11,138,1,2,2,2
55,113,2,138,1,1,4,7
247,119,11,566,1,1,7,6
82,152,11,567,1,2,7,6
58,214,2,2,1,7,17,2
260,129,6,568,1,4,7,6
17,434,8,286,1,2,10,7
25,84,31,569,1,7,5,7
48,165,2,570,1,1,13,7
288,435,2,571,1,7,17,5
251,137,2,154,1,4,2,2
194,118,11,572,1,16,7,7
8,8,2,573,1,1,7,6
12,100,8,186,1,1,9,4
6,37,2,281,1,4,5,4
25,181,8,453,2,2,5,7
171,59,156,18,1,5,5,4
260,436,2,36,1,3,7,6
91,65,157,151,1,5,2,2
140,146,31,574,1,7,32,16
30,437,11,575,1,5,10,10
44,438,36,576,1,7,15,9
82,439,100,37,1,14,7,6
60,440,4,577,1,6,19,2
2,33,2,153,1,6,2,2
2,56,2,186,1,2,2,2
30,441,4,26,1,10,10,10
42,118,4,578,2,12,6,1
54,8,3,262,2,5,18,6
220,27,2,579,1,1,34,1
174,12,2,47,1,2,10,1
10,146,11,31,1,2,8,2
82,57,31,580,1,4,7,6
145,77,31,87,1,6,6,5
6,152,4,214,1,5,5,4
74,442,4,581,1,4,5,4
32,272,77,229,1,1,8,2
55,443,2,24,1,2,4,7
50,116,2,24,1,5,13,7
40,383,2,24,1,10,5,4
25,1,1,582,1,5,5,7
247,18,2,186,1,1,7,6
45,129,1,583,1,10,1,5
188,43,1,584,1,11,11,7
245,174,158,585,1,5,10,7
262,24,11,151,1,5,5,4
34,17,2,11,1,6,2,2
176,77,3,586,1,6,5,7
29,126,3,587,1,10,5,5
50,168,3,588,1,2,13,7
96,56,8,106,1,2,26,7
25,444,2,589,1,13,5,7
74,11,11,590,1,2,5,4
27,181,11,64,1,4,13,7
289,387,31,591,1,15,10,6
11,124,31,592,1,2,5,4
94,56,31,593,1,1,5,4
194,179,2,594,1,10,7,7
59,53,4,65,1,2,9,10
13,156,4,595,1,3,10,7
290,119,4,88,1,1,7,6
247,8,4,596,1,2,7,6
196,220,2,142,1,4,1,1
81,36,2,83,1,4,7,6
61,152,2,597,1,6,20,7
59,334,4,104,1,7,9,10
103,22,10,37,1,10,11,7
82,28,2,598,1,2,7,6
122,56,2,5,1,1,2,2
34,7,2,6,1,4,2,2
2,445,2,87,2,4,2,2
2,81,4,103,1,2,2,2
16,137,4,140,1,7,10,7
81,152,8,194,1,5,7,6
188,57,11,142,1,3,11,7
43,446,11,177,1,2,11,5
55,126,11,599,1,14,4,7
81,8,2,278,1,1,7,6
82,118,49,453,1,13,7,6
27,140,3,600,1,6,13,7
256,388,2,601,1,7,11,10
177,61,8,24,2,4,37,2
62,181,3,261,1,6,13,7
291,168,2,186,1,7,6,1
4,39,2,426,1,1,4,1
82,432,39,523,1,18,7,6
30,71,4,11,2,10,10,10
37,1,49,602,1,2,1,11
292,65,2,140,2,23,45,19
2,447,3,603,1,3,2,2
176,4,2,97,1,6,5,7
167,448,10,137,1,1,5,8
17,449,2,604,1,1,10,7
133,33,28,103,1,3,8,2
235,450,159,104,1,4,23,12
10,12,3,605,1,4,8,2
208,114,77,606,1,1,38,18
52,451,3,78,2,5,17,12
52,95,143,607,1,1,17,12
178,452,2,608,1,9,11,6
55,200,160,87,1,4,4,7
197,57,2,609,1,5,5,5
6,362,6,210,2,3,5,4
48,11,42,108,1,1,13,7
133,59,2,78,1,10,8,2
2,59,12,67,1,11,2,2
260,37,161,201,1,4,7,6
143,33,11,610,1,2,9,4
6,453,4,5,1,1,5,4
132,158,2,611,1,10,5,4
134,399,4,612,1,1,2,2
34,65,75,64,1,10,2,2
188,367,41,613,1,8,11,7
145,7,31,62,1,2,6,5
150,1,2,614,1,2,7,6
197,156,4,5,1,5,5,5
293,454,116,335,1,7,10,6
17,5,2,97,1,4,10,7
194,43,19,615,1,3,7,7
75,137,4,616,1,4,8,2
66,152,20,36,1,6,5,7
76,455,1,176,1,2,17,14
69,135,4,76,1,5,14,10
187,118,2,123,1,12,20,7
34,456,162,74,1,14,2,2
174,457,2,129,1,2,10,1
43,139,97,26,1,10,11,5
91,16,2,103,2,5,2,2
2,458,3,5,1,6,2,2
102,53,2,108,1,6,10,10
188,401,1,617,1,16,11,7
187,327,2,581,1,13,20,7
71,459,3,83,1,4,10,7
197,151,4,201,1,3,5,5
111,368,28,83,1,14,18,6
133,102,4,123,1,4,8,2
69,460,4,176,1,2,14,10
35,461,2,261,1,10,2,2
63,57,2,618,1,3,5,4
176,39,2,214,1,6,5,7
176,462,8,15,1,6,5,7
267,463,2,194,1,6,1,5
134,105,3,319,1,4,2,2
115,102,2,593,1,2,26,7
28,53,4,78,1,4,14,10
90,350,2,107,1,2,13,7
27,7,3,186,1,2,13,7
81,1,19,619,1,5,7,6
157,464,2,181,1,4,5,7
2,56,11,36,1,4,2,2
2,465,4,297,1,10,2,2
87,466,10,74,1,4,25,15
126,399,31,226,1,1,2,2
71,467,3,88,1,2,10,7
102,271,163,83,1,4,10,10
34,468,97,37,1,4,2,2
61,43,164,297,1,3,20,7
35,5,4,226,1,10,2,2
2,72,165,620,1,2,2,2
267,381,2,621,1,4,1,5
174,469,39,622,1,2,10,1
221,470,10,623,1,18,7,6
2,471,6,186,1,2,2,2
2,17,66,624,1,4,2,2
221,117,141,83,1,13,7,6
34,380,28,32,1,5,2,2
27,39,3,625,1,4,13,7
176,29,166,74,1,2,5,7
17,100,167,74,1,4,10,7
157,472,62,128,1,4,5,7
203,60,11,40,1,6,9,14
66,141,2,24,1,2,5,7
81,179,168,26,2,11,7,6
54,39,87,626,1,3,18,6
74,4,2,34,1,6,5,4
87,473,169,49,1,6,25,15
31,105,31,24,1,6,5,5
133,72,11,56,2,4,8,2
247,99,2,627,1,2,7,6
62,474,11,368,1,5,13,7
11,7,170,104,1,2,5,4
294,119,36,98,1,4,6,5
138,71,4,628,1,11,9,5
195,5,171,629,1,1,4,7
81,475,2,11,1,6,7,6
62,476,44,24,1,2,13,7
2,72,29,138,1,1,2,2
66,477,3,87,1,2,5,7
134,12,32,28,1,5,2,2
295,478,12,630,1,2,6,5
66,479,2,631,1,2,5,7
183,22,2,11,2,3,1,11
133,137,3,632,1,3,8,2
35,29,20,633,1,14,2,2
27,126,39,208,1,3,13,7
30,480,12,634,2,1,10,10
113,5,32,576,1,6,10,1
28,53,29,74,2,2,14,10
2,481,2,635,1,2,2,2
11,482,3,123,1,2,5,4
35,7,2,28,1,3,2,2
220,272,172,636,1,2,34,1
171,105,31,97,1,6,5,4
2,211,173,637,1,3,2,2
35,483,2,638,1,10,2,2
27,106,174,49,1,11,13,7
81,126,2,639,1,6,7,6
81,43,2,640,1,3,7,6
39,12,11,622,1,7,5,8
12,123,2,641,1,1,9,4
82,484,100,37,1,13,7,6
296,485,31,190,1,7,10,1
102,486,2,642,1,6,10,10
35,33,10,200,1,6,2,2
248,72,175,63,1,7,2,2
102,33,31,67,1,5,10,10
2,221,2,255,1,2,2,2
102,33,4,186,1,4,10,10
34,16,98,643,1,13,2,2
28,61,4,103,1,6,14,10
194,22,62,105,1,3,7,7
68,179,49,103,1,11,7,6
165,4,10,644,1,2,6,7
230,18,2,11,2,6,4,1
138,142,3,49,1,1,9,5
56,61,4,645,2,7,9,4
74,487,2,10,1,1,5,4
25,34,11,15,1,10,5,7
147,43,4,621,1,10,1,6
13,12,51,85,1,2,10,7
47,77,77,319,2,6,5,8
75,81,11,201,1,14,8,2
11,5,36,646,1,6,5,4
11,488,4,204,1,3,5,4
139,115,4,104,1,4,9,14
42,39,10,647,1,2,6,1
247,489,176,214,1,1,7,6
57,490,2,648,1,2,7,7
91,10,115,36,2,10,2,2
30,65,2,37,1,5,10,10
30,124,4,26,1,5,10,10
112,76,2,10,1,10,30,15
43,57,1,649,1,14,11,5
48,491,18,637,1,4,13,7
13,16,3,7,1,2,10,7
297,492,28,59,1,7,34,1
176,212,2,650,1,2,5,7
82,493,6,651,1,9,7,6
70,91,2,652,2,11,9,5
241,494,148,653,1,7,2,2
13,37,10,654,1,3,10,7
57,245,28,210,1,4,7,7
27,18,177,87,1,5,13,7
298,137,19,49,1,1,23,11
133,105,3,139,1,3,8,2
151,22,1,655,1,10,1,5
82,495,11,11,1,6,7,6
94,105,116,482,1,1,5,4
102,204,4,656,1,5,10,10
77,496,4,657,1,1,5,4
133,16,2,658,1,5,8,2
25,219,2,67,1,4,5,7
25,181,6,73,1,1,5,7
57,139,6,659,1,4,7,7
150,125,6,660,1,13,7,6
81,152,2,661,1,6,7,6
87,74,2,662,1,2,25,15
102,497,2,108,1,2,10,10
266,189,53,67,1,6,11,5
29,68,4,663,1,5,5,5
116,115,4,104,1,1,2,2
13,152,4,297,2,4,10,7
228,117,178,262,1,11,5,6
51,52,28,11,1,11,7,6
296,498,2,334,1,7,10,1
1,99,2,664,1,2,1,1
102,499,10,665,1,6,10,10
66,500,100,76,1,6,5,7
2,33,2,666,1,6,2,2
147,501,100,194,1,3,1,6
13,17,2,186,1,7,10,7
23,39,2,186,1,1,11,6
299,9,2,104,1,7,2,2
196,1,2,186,1,6,1,1
6,28,2,36,1,3,5,4
122,81,2,186,1,1,2,2
81,502,100,667,1,5,7,6
177,503,21,668,2,2,37,2
52,504,3,39,1,6,17,12
133,33,4,669,1,3,8,2
74,77,2,261,1,2,5,4
25,220,11,670,1,14,5,7
300,34,179,671,1,4,4,7
248,424,2,63,1,7,2,2
197,505,162,672,1,3,5,5
172,506,2,334,1,7,6,1
154,65,1,673,1,1,6,5
295,39,39,674,1,2,6,5
30,165,66,621,1,3,10,10
42,1,31,64,1,3,6,1
74,39,4,675,2,4,5,4
6,91,2,15,1,2,5,4
224,77,2,577,1,6,5,4
6,68,19,676,1,4,5,4
268,226,2,6,1,1,1,7
176,152,28,26,1,6,5,7
81,1,28,36,1,6,7,6
25,43,11,677,3,11,5,7
194,43,11,678,1,14,7,7
81,118,10,679,2,14,7,6
61,34,31,680,1,2,20,7
11,206,11,681,1,7,5,4
11,16,2,76,1,2,5,4
5,390,2,186,1,1,5,4
221,43,2,682,1,10,7,6
34,29,8,106,1,11,2,2
176,113,3,683,1,4,5,7
2,105,4,684,1,5,2,2
54,50,11,32,2,11,18,6
66,77,4,104,1,6,5,7
82,507,2,13,1,1,7,6
192,508,2,685,1,10,5,7
61,8,2,686,1,2,20,7
87,509,10,687,1,6,25,15
25,139,105,688,1,10,5,7
43,362,10,689,1,4,11,5
301,410,10,690,1,2,1,5
187,510,4,691,3,9,20,7
35,7,2,6,1,4,2,2
88,511,116,692,1,7,19,2
127,210,6,693,1,6,7,1
175,52,2,153,1,3,11,6
50,71,2,694,1,2,13,7
97,211,2,49,1,1,6,5
302,16,2,400,1,4,8,2
4,10,10,270,1,7,4,1
78,13,2,695,1,1,6,1
2,81,2,326,1,1,2,2
35,33,4,76,1,6,2,2
81,36,11,696,1,13,7,6
66,313,49,220,1,2,5,7
303,96,31,697,1,2,5,6
57,220,2,78,1,6,7,7
118,487,2,148,1,1,5,8
43,152,139,698,1,1,11,5
81,117,2,165,1,11,7,6
194,325,100,15,1,11,7,7
196,162,139,699,1,2,1,1
205,5,2,78,1,1,10,6
42,68,2,700,1,6,6,1
167,12,2,701,1,1,5,8
304,189,6,702,1,7,7,7
124,189,6,703,1,7,7,7
29,1,11,26,1,11,5,5
194,512,100,142,1,10,7,7
51,233,2,36,1,6,7,6
51,513,64,704,1,4,7,6
59,148,68,334,1,7,9,10
174,4,2,186,1,2,10,1
82,514,100,37,1,13,7,6
82,515,100,142,2,9,7,6
11,4,2,705,1,6,5,4
275,516,180,138,1,7,5,4
24,220,11,706,1,14,11,5
90,317,2,67,2,6,13,7
305,139,11,707,1,9,4,7
197,68,11,708,1,4,5,5
260,126,11,709,1,11,7,6
69,102,11,2,1,4,14,10
306,226,181,32,1,4,5,7
17,16,8,710,1,4,10,7
35,16,4,261,1,10,2,2
78,4,2,5,2,1,6,1
174,517,5,556,1,2,10,1
27,68,11,453,2,5,13,7
307,518,2,47,1,2,17,14
308,67,2,47,1,1,16,3
81,139,2,32,1,11,7,6
6,139,2,64,2,11,5,4
101,519,2,36,1,2,5,8
82,36,11,711,1,14,7,6
45,57,3,712,1,3,1,5
43,57,2,713,1,6,11,5
115,102,29,310,1,1,26,7
82,43,11,297,1,13,7,6
66,18,11,714,1,6,5,7
71,16,62,634,1,2,10,7
115,520,182,715,1,1,26,7
57,126,6,716,1,1,7,7
66,153,6,717,1,6,5,7
120,57,6,718,1,2,7,7
309,57,6,719,1,2,7,7
14,57,11,720,1,5,7,7
124,34,6,721,1,7,7,7
124,34,6,722,1,1,7,7
82,179,49,24,1,14,7,6
183,1,2,268,2,4,1,11
273,28,6,723,1,1,7,6
2,521,2,724,1,4,2,2
2,183,2,725,1,6,2,2
122,137,6,726,1,2,2,2
75,16,2,727,1,3,8,2
188,129,1,728,1,10,11,7
120,22,6,729,1,10,7,7
51,162,19,730,1,3,7,6
4,106,139,731,1,1,4,1
42,113,2,242,1,2,6,1
42,113,6,732,1,1,6,1
69,522,4,10,1,2,14,10
21,523,11,733,1,2,8,2
2,524,183,734,1,2,2,2
27,152,62,735,1,5,13,7
264,142,52,577,1,1,8,2
4,189,77,297,1,3,4,1
43,36,11,736,1,11,11,5
29,152,11,83,1,11,5,5
87,466,2,74,1,4,25,15
197,57,12,278,2,3,5,5
31,4,28,737,1,5,5,5
65,525,184,163,1,1,22,3
79,526,2,138,1,2,23,9
78,71,2,738,1,1,6,1
58,394,1,250,1,7,17,2
25,510,1,352,1,13,5,7
176,29,8,186,1,6,5,7
34,206,77,297,2,4,2,2
28,61,3,11,1,5,14,10
87,527,8,49,1,5,25,15
17,16,19,82,1,2,10,7
6,39,2,739,1,10,5,4
122,521,29,215,1,2,2,2
9,365,29,137,1,1,2,2
8,24,185,31,1,1,7,6
21,528,6,740,1,6,8,2
197,529,4,741,1,5,5,5
48,16,3,76,1,1,13,7
293,10,186,529,1,7,10,6
69,254,87,634,1,2,14,10
119,24,29,742,1,2,1,6
22,29,2,743,1,2,5,4
17,102,123,187,1,2,10,7
27,1,2,744,1,11,13,7
25,4,2,103,1,1,5,7
34,61,3,11,1,2,2,2
203,530,2,73,1,5,9,14
24,118,18,149,1,10,11,5
108,531,2,186,1,7,8,2
310,7,28,745,1,1,6,1
311,291,49,255,1,2,5,4
120,36,2,203,1,6,7,7
6,532,2,37,2,5,5,4
61,315,2,36,1,5,20,7
109,57,2,746,2,3,5,4
227,533,3,68,1,9,8,2
115,33,2,88,1,2,26,7
174,124,10,279,1,2,10,1
6,534,2,518,2,14,5,4
91,407,31,602,2,24,2,2
94,105,18,747,1,1,5,4
231,535,3,11,1,11,7,6
251,445,4,748,1,4,2,2
302,536,2,749,1,4,8,2
273,24,2,78,1,1,7,6
59,115,4,750,1,1,9,10
59,102,4,24,1,2,9,10
11,537,11,71,1,2,5,4
133,33,30,751,1,3,8,2
175,52,3,152,1,3,11,6
66,119,4,752,1,1,5,7
81,220,2,753,1,5,7,6
2,241,29,186,1,2,2,2
2,72,29,187,1,2,2,2
69,538,2,34,1,1,14,10
122,105,2,138,1,6,2,2
138,16,116,262,1,5,9,5
50,29,3,181,1,6,13,7
2,539,10,204,1,10,2,2
2,104,36,754,1,6,2,2
34,24,8,755,1,11,2,2
31,181,4,756,1,6,5,5
232,65,187,210,1,6,5,5
174,4,2,123,1,2,10,1
25,126,3,757,1,10,5,7
25,92,3,104,1,2,5,7
174,7,188,255,1,1,10,1
145,20,10,250,1,6,6,5
127,22,39,758,1,4,7,1
312,3,30,759,1,6,39,4
251,56,49,22,1,2,2,2
108,540,4,87,1,6,8,2
2,541,39,76,2,5,2,2
9,115,8,367,1,1,2,2
28,201,3,5,1,2,14,10
2,398,41,760,1,6,2,2
305,285,49,761,1,9,4,7
2,61,143,88,1,1,2,2
133,61,3,151,1,6,8,2
69,178,31,49,1,2,14,10
62,28,3,453,1,3,13,7
228,542,66,6,1,13,5,6
176,543,18,87,1,6,5,7
11,544,2,67,1,2,5,4
90,39,2,762,1,6,13,7
75,545,3,171,1,3,8,2
102,115,143,88,1,2,10,10
188,117,1,763,1,9,11,7
115,33,8,154,1,2,26,7
81,43,10,764,1,14,7,6
239,8,36,226,1,2,5,6
62,29,11,765,1,2,13,7
220,197,19,766,1,1,34,1
165,546,2,767,1,1,6,7
18,68,31,404,1,6,5,8
57,43,42,87,1,6,7,7
75,547,25,104,1,7,8,2
242,548,1,768,1,7,25,15
11,549,31,481,1,5,5,4
111,331,2,186,1,12,18,6
28,82,30,73,1,7,14,10
75,550,143,163,1,2,8,2
82,179,10,769,1,5,7,6
150,179,10,770,1,6,7,6
150,118,10,26,1,11,7,6
17,124,143,142,1,4,10,7
10,102,189,488,1,1,8,2
50,551,2,24,2,6,13,7
119,34,2,103,1,2,1,6
34,56,2,36,1,4,2,2
102,17,11,78,1,4,10,10
41,12,2,142,2,10,2,2
313,37,2,78,1,2,11,6
314,552,2,2,1,1,40,15
116,9,29,137,1,1,2,2
116,365,29,108,1,1,2,2
116,9,29,424,1,1,2,2
112,553,190,752,1,6,30,15
112,554,4,18,1,3,30,15
112,161,191,310,1,6,30,15
262,29,3,226,1,6,5,4
74,75,12,771,2,4,5,4
124,34,6,772,1,1,7,7
47,8,3,32,1,4,5,8
40,43,32,142,2,13,5,4
220,555,2,773,1,1,34,1
220,197,11,774,1,1,34,1
81,1,11,775,1,3,7,6
45,91,11,256,1,7,1,5
17,241,11,776,1,1,10,7
120,331,100,142,1,3,7,7
194,179,2,204,1,3,7,7
74,37,2,6,1,5,5,4
2,165,2,2,2,11,2,2
4,29,2,138,2,1,4,1
55,126,11,777,1,11,4,7
138,556,4,778,3,10,9,5
41,557,192,10,4,25,2,2
228,75,11,28,2,11,5,6
10,72,10,779,2,5,8,2
43,444,4,780,1,16,11,5
145,4,4,24,1,2,6,5
147,558,193,200,1,1,1,6
315,559,11,781,1,6,42,3
21,53,194,24,1,10,8,2
316,560,36,138,1,7,10,10
60,561,6,24,1,6,19,2
220,530,195,189,1,1,34,1
43,152,11,782,1,5,11,5
112,562,3,159,1,1,30,15
51,274,185,783,1,10,7,6
2,563,31,56,1,4,2,2
6,28,31,784,1,5,5,4
2,17,53,24,1,6,2,2
128,564,196,204,2,4,10,7
317,565,10,76,1,14,39,5
120,189,6,785,1,7,7,7
318,566,4,6,1,7,11,5
55,189,11,786,1,6,4,7
62,4,62,787,1,2,13,7
66,153,6,788,1,6,5,7
102,567,4,139,1,4,10,10
194,22,1,789,1,11,7,7
171,20,1,790,2,10,5,4
183,52,59,791,1,4,1,11
59,72,31,792,1,1,9,10
319,568,19,793,1,7,1,7
69,65,2,794,1,5,14,10
69,16,4,26,1,5,14,10
82,1,29,351,1,2,7,6
34,84,2,32,1,11,2,2
49,569,197,214,1,1,16,12
62,77,36,194,1,5,13,7
31,105,153,250,1,6,5,5
43,570,37,795,1,2,11,5
111,179,2,796,1,10,18,6
90,39,62,24,1,4,13,7
72,473,4,88,1,6,15,9
60,90,4,797,2,6,19,2
42,57,3,798,1,10,6,1
231,176,39,799,2,11,7,6
177,100,10,800,1,4,37,2
145,313,36,801,1,6,6,5
34,17,28,204,1,6,2,2
23,57,30,802,1,14,11,6
30,170,2,138,1,10,10,10
45,255,4,803,1,6,1,5
81,179,164,151,1,14,7,6
145,5,8,129,1,1,6,5
221,112,184,804,1,8,7,6
