bike_name,price,city,kms_driven,owner,age,power,brand
81,57,31,637,1,5,7,6
176,571,31,805,1,2,5,7
320,112,62,5,1,8,7,6
102,17,62,24,1,2,10,10
13,204,198,806,1,1,10,7
25,112,1,807,3,12,5,7
28,115,2,380,1,2,14,10
30,12,2,7,2,4,10,10
228,510,39,808,1,14,5,6
60,81,11,809,1,2,19,2
168,572,2,810,1,1,10,1
91,131,49,811,1,4,2,2
58,160,4,104,1,7,17,2
307,201,2,184,1,3,17,14
165,59,4,18,1,2,6,7
66,75,31,792,1,6,5,7
321,573,10,812,1,2,9,5
2,574,6,87,1,5,2,2
82,57,11,813,1,14,7,6
194,50,4,6,1,5,7,7
220,197,31,123,1,1,34,1
61,42,4,814,1,3,20,7
322,421,3,815,1,5,46,3
154,113,11,816,1,2,6,5
21,575,8,817,1,5,8,2
31,29,86,142,1,3,5,5
75,56,4,107,1,6,8,2
260,200,31,818,1,6,7,6
43,152,6,819,1,1,11,5
60,17,3,11,1,6,19,2
82,126,11,820,1,10,7,6
196,210,10,821,1,6,1,1
193,43,10,822,1,4,11,6
214,576,4,186,1,7,17,12
312,3,6,823,1,6,39,4
323,7,4,150,3,26,20,4
324,407,29,78,1,2,12,9
49,88,77,824,1,1,16,12
4,577,1,76,1,6,4,1
115,61,3,24,1,2,26,7
325,43,88,24,1,6,7,6
43,291,30,825,1,2,11,5
87,265,4,47,2,2,25,15
42,1,2,826,1,3,6,1
11,578,19,250,1,1,5,4
27,236,1,827,1,11,13,7
248,579,101,103,1,7,2,2
60,235,199,85,1,2,19,2
63,28,11,151,1,13,5,4
298,203,3,83,1,1,23,11
2,105,1,751,1,6,2,2
34,17,4,83,1,6,2,2
188,284,100,149,2,4,11,7
326,580,11,828,1,7,2,2
327,89,67,150,1,4,39,5
223,36,143,829,2,9,5,6
328,88,153,186,2,12,15,5
66,581,10,830,1,2,5,7
125,582,11,40,2,6,31,13
27,140,57,831,1,4,13,7
74,71,3,123,1,6,5,4
329,583,2,137,1,2,47,13
330,584,1,76,1,11,40,13
82,210,49,139,1,14,7,6
331,114,52,759,1,1,39,8
69,585,24,204,1,2,14,10
43,57,11,832,1,11,11,5
43,36,11,833,1,14,11,5
81,586,31,546,1,13,7,6
270,176,31,834,1,26,7,6
98,108,4,122,1,3,27,8
98,587,200,63,1,5,27,8
42,588,19,835,1,10,6,1
151,419,2,836,1,3,1,5
34,589,2,103,1,4,2,2
119,126,10,10,1,2,1,6
51,57,10,142,1,2,7,6
109,216,8,837,1,11,5,4
225,1,4,74,2,4,6,5
275,81,2,180,1,7,5,4
75,590,2,31,1,11,8,2
90,591,36,838,1,6,13,7
203,592,3,196,1,2,9,14
159,593,2,49,1,2,35,9
116,72,3,839,1,1,2,2
260,189,19,840,1,6,7,6
81,219,19,841,1,6,7,6
230,116,4,842,2,2,4,1
216,445,4,129,1,7,10,1
30,594,8,24,1,3,10,10
34,7,10,5,1,4,2,2
60,17,8,24,1,6,19,2
48,595,4,6,1,6,13,7
40,118,3,149,2,13,5,4
177,596,201,186,1,6,37,2
58,214,2,34,1,7,17,2
48,29,12,123,1,6,13,7
332,348,31,26,1,10,48,13
31,246,3,843,1,10,5,5
40,210,2,103,1,14,5,4
113,71,3,844,1,6,10,1
2,9,4,78,1,1,2,2
81,210,2,845,1,10,7,6
151,117,2,83,1,14,1,5
81,99,2,846,1,2,7,6
301,18,31,847,1,7,1,5
35,445,11,848,1,10,2,2
2,104,31,849,1,6,2,2
81,439,49,32,1,14,7,6
194,232,49,32,1,10,7,7
40,24,3,149,1,5,5,4
25,22,1,154,1,11,5,7
220,597,2,103,1,1,34,1
34,12,11,15,1,5,2,2
171,77,11,850,1,14,5,4
230,123,2,49,1,1,4,1
333,291,2,49,1,7,1,1
2,598,11,851,1,2,2,2
176,113,11,852,1,2,5,7
48,77,11,853,3,6,13,7
42,1,11,854,1,10,6,1
149,8,10,297,2,27,2,2
40,315,2,186,1,10,5,4
62,243,2,11,1,4,13,7
197,57,3,855,3,3,5,5
55,11,11,88,1,1,4,7
74,24,11,856,1,4,5,4
71,599,49,47,1,6,10,7
51,36,11,857,1,11,7,6
193,43,11,858,1,14,11,6
112,600,4,67,1,2,30,15
59,17,31,859,2,2,9,10
115,115,2,860,1,2,26,7
334,4,3,861,1,7,11,5
335,9,2,39,2,4,9,12
235,27,202,862,1,2,23,12
80,219,2,6,1,6,11,5
17,601,12,2,1,4,10,7
27,1,3,29,1,10,13,7
336,146,12,138,1,2,8,2
336,602,35,36,1,6,8,2
29,515,96,481,1,8,5,5
172,7,2,863,1,7,6,1
90,291,203,104,1,6,13,7
90,29,2,864,1,2,13,7
55,43,70,865,1,12,4,7
57,603,204,866,1,16,7,7
176,140,3,867,1,2,5,7
193,604,1,868,2,12,11,6
17,5,3,869,1,4,10,7
35,59,65,26,2,13,2,2
75,142,79,148,1,2,8,2
27,39,62,18,1,4,13,7
34,62,31,177,1,6,2,2
15,605,2,76,1,4,11,7
27,606,8,408,1,4,13,7
17,607,3,78,1,4,10,7
71,222,3,208,1,4,10,7
252,608,3,367,1,6,8,2
34,102,66,870,1,2,2,2
68,24,66,871,1,2,7,6
27,65,66,5,1,6,13,7
66,24,2,24,1,6,5,7
31,246,33,80,1,3,5,5
89,609,2,872,1,4,5,7
24,610,39,154,1,4,11,5
133,611,4,364,1,5,8,2
2,387,2,873,1,5,2,2
119,68,2,5,1,6,1,6
147,189,4,874,1,3,1,6
34,105,2,621,1,5,2,2
25,34,10,149,1,10,5,7
25,5,205,426,1,2,5,7
43,126,161,37,1,5,11,5
230,4,39,24,1,6,4,1
34,612,1,843,1,10,2,2
109,613,2,11,1,5,5,4
2,614,2,214,1,5,2,2
34,615,3,67,1,4,2,2
81,1,19,875,1,5,7,6
75,81,206,67,1,5,8,2
25,4,11,142,1,5,5,7
34,17,3,872,1,5,2,2
337,16,3,876,1,1,5,8
133,599,11,76,1,10,8,2
193,91,207,138,1,2,11,6
105,616,2,877,1,16,18,6
17,102,39,878,1,2,10,7
157,181,208,879,1,6,5,7
45,117,1,880,1,10,1,5
2,81,11,280,1,2,2,2
145,77,36,881,1,6,6,5
133,102,37,5,1,1,8,2
91,617,10,158,1,4,2,2
338,16,3,104,1,2,10,1
6,28,39,882,1,11,5,4
176,24,4,883,1,6,5,7
12,33,62,884,1,1,9,4
2,33,3,885,1,4,2,2
63,605,3,831,1,13,5,4
34,33,209,886,1,4,2,2
66,1,210,2,1,2,5,7
188,618,137,226,1,1,11,7
34,461,2,87,1,5,2,2
108,53,8,887,1,1,8,2
187,185,2,621,1,13,20,7
186,619,2,888,1,7,7,6
102,17,4,97,1,4,10,10
251,33,20,103,1,6,2,2
17,150,3,889,1,4,10,7
27,620,87,44,2,10,13,7
263,28,31,176,1,6,1,1
63,28,3,890,1,10,5,4
10,621,31,194,1,6,8,2
220,272,11,891,1,1,34,1
220,142,11,892,1,1,34,1
96,33,40,6,1,2,26,7
6,1,2,83,1,3,5,4
130,28,10,893,1,2,1,5
48,5,11,894,1,6,13,7
196,347,1,895,1,2,1,1
127,463,3,24,1,1,7,1
313,622,105,896,1,2,11,6
70,16,39,103,1,5,9,5
339,4,39,897,1,7,1,5
31,77,185,6,3,3,5,5
75,81,105,898,2,6,8,2
197,34,46,103,1,3,5,5
14,22,2,899,1,10,7,7
50,376,2,900,1,6,13,7
221,112,1,671,1,9,7,6
47,384,2,901,1,5,5,8
11,137,211,74,1,2,5,4
24,623,31,123,1,6,11,5
6,37,2,902,1,3,5,4
27,1,2,791,1,11,13,7
103,22,2,903,1,3,11,7
211,624,212,6,1,11,5,4
272,43,41,204,1,5,7,7
11,4,4,83,1,3,5,4
24,210,2,76,1,3,11,5
249,119,59,49,1,6,5,6
196,34,42,154,1,6,1,1
28,115,2,904,1,4,14,10
34,12,6,905,1,5,2,2
180,605,2,906,1,6,7,6
134,625,2,907,1,4,2,2
10,105,31,83,1,5,8,2
109,255,19,28,1,10,5,4
69,60,213,180,1,7,14,10
2,626,116,908,1,4,2,2
30,16,193,909,1,6,10,10
51,57,39,910,1,3,7,6
112,421,105,911,1,4,30,15
201,57,3,404,1,14,5,5
177,56,62,912,2,4,37,2
74,79,214,261,1,2,5,4
70,5,2,913,1,5,9,5
34,137,31,142,1,6,2,2
9,271,215,250,1,1,2,2
116,627,216,76,1,1,2,2
28,424,109,914,1,4,14,10
71,109,2,22,1,6,10,7
133,33,116,345,1,6,8,2
21,56,1,915,1,10,8,2
51,126,2,916,1,3,7,6
252,102,2,917,1,2,8,2
35,628,11,154,1,16,2,2
21,72,62,918,1,6,8,2
66,24,2,919,1,6,5,7
27,629,39,920,1,14,13,7
133,630,28,71,1,6,8,2
79,631,217,5,1,2,23,9
34,39,2,921,2,3,2,2
238,327,218,26,1,10,7,6
48,24,2,922,2,6,13,7
27,1,212,523,1,5,13,7
336,61,6,923,1,2,8,2
66,99,10,924,1,6,5,7
48,65,1,925,1,6,13,7
187,232,1,926,1,9,20,7
34,632,219,260,1,2,2,2
251,633,31,927,1,2,2,2
302,634,4,928,1,4,8,2
340,29,3,929,1,2,6,1
48,113,3,930,1,2,13,7
55,139,10,931,1,3,4,7
341,137,212,84,1,7,5,4
176,68,10,932,1,6,5,7
66,255,39,933,1,6,5,7
48,10,3,876,1,2,13,7
24,635,2,201,1,9,11,5
34,105,3,934,2,6,2,2
122,105,3,935,1,4,2,2
211,636,2,936,1,11,5,4
116,72,2,937,1,1,2,2
103,117,220,6,1,3,11,7
62,189,212,724,2,5,13,7
25,139,105,938,1,14,5,7
71,33,11,76,2,6,10,7
90,77,2,939,1,6,13,7
42,113,2,940,1,2,6,1
45,220,2,941,1,4,1,5
34,53,8,942,1,2,2,2
267,24,2,722,1,1,1,5
188,374,3,943,1,16,11,7
22,637,221,142,1,4,5,4
176,18,105,944,1,6,5,7
28,197,2,602,1,6,14,10
194,604,1,945,1,11,7,7
27,1,222,103,1,3,13,7
4,638,2,11,2,4,4,1
167,639,3,781,1,1,5,8
27,28,30,946,1,4,13,7
6,1,6,10,1,10,5,4
197,43,2,947,1,3,5,5
115,640,11,948,1,2,26,7
269,165,2,949,1,1,5,8
34,445,223,6,2,6,2,2
150,641,100,78,1,2,7,6
43,232,100,37,3,11,11,5
164,500,100,88,2,2,7,6
61,285,10,950,2,11,20,7
31,13,62,335,1,5,5,5
70,642,2,840,1,11,9,5
24,117,2,951,1,3,11,5
87,643,19,180,1,6,25,15
71,12,62,62,1,6,10,7
24,43,2,297,1,3,11,5
115,148,224,118,1,2,26,7
31,105,225,952,1,6,5,5
298,62,2,953,1,7,23,11
214,644,4,49,1,2,17,12
52,421,3,186,1,1,17,12
150,255,19,954,1,4,7,6
73,291,4,955,1,2,5,8
269,59,60,367,1,2,5,8
2,104,2,956,2,6,2,2
251,12,59,957,2,4,2,2
342,167,4,958,1,7,34,17
188,401,19,959,1,4,11,7
130,153,19,960,1,4,1,5
69,645,31,31,1,1,14,10
2,17,3,961,1,5,2,2
2,480,137,76,1,4,2,2
55,1,212,672,1,5,4,7
111,646,3,962,1,13,18,6
233,57,2,963,1,10,11,6
29,57,18,151,1,3,5,5
120,439,10,964,1,4,7,7
34,647,40,11,1,2,2,2
109,232,12,27,2,14,5,4
343,115,3,5,1,7,2,2
2,5,132,965,2,6,2,2
171,219,226,672,3,11,5,4
25,484,31,152,2,14,5,7
27,75,2,966,1,4,13,7
2,81,10,967,1,1,2,2
20,24,2,968,1,7,1,6
75,328,2,969,1,6,8,2
183,43,39,970,1,3,1,11
115,72,4,971,1,2,26,7
193,77,8,972,1,2,11,6
2,204,8,973,1,10,2,2
221,274,2,974,1,13,7,6
27,119,2,975,1,4,13,7
193,36,39,976,1,6,11,6
18,253,8,49,1,2,5,8
344,72,109,189,1,1,2,2
87,648,2,5,1,6,25,15
91,649,10,977,1,6,2,2
35,132,106,74,1,8,2,2
17,650,10,978,1,4,10,7
2,105,12,297,1,4,2,2
25,651,2,979,2,12,5,7
25,301,2,26,1,13,5,7
71,7,227,980,1,4,10,7
47,119,8,149,1,6,5,8
240,7,2,981,1,1,10,1
176,29,11,982,1,2,5,7
27,8,19,983,2,5,13,7
247,39,39,984,1,7,7,6
133,33,11,985,1,3,8,2
90,39,12,986,2,6,13,7
71,652,180,76,1,6,10,7
188,604,228,987,1,11,11,7
167,487,2,988,1,1,5,8
133,653,31,123,1,6,8,2
11,4,167,352,1,6,5,4
38,651,229,523,1,9,5,6
345,65,36,989,1,6,6,5
42,153,6,990,1,3,6,1
227,7,2,991,1,12,8,2
71,65,11,992,1,4,10,7
165,7,2,47,1,1,6,7
305,654,230,993,1,14,4,7
2,55,11,104,1,2,2,2
31,5,3,994,1,5,5,5
27,28,3,995,2,3,13,7
34,56,4,996,1,6,2,2
52,655,154,104,1,4,17,12
141,656,231,2,1,2,11,7
13,226,76,78,1,3,10,7
17,105,4,997,1,6,10,7
13,390,2,998,1,2,10,7
302,33,3,999,1,5,8,2
197,28,232,1000,1,4,5,5
141,37,2,1001,1,2,11,7
55,232,164,98,1,14,4,7
34,16,3,1002,1,3,2,2
27,28,10,625,1,3,13,7
128,65,11,78,1,6,10,7
27,79,11,1003,1,4,13,7
29,43,2,26,1,14,5,5
221,657,39,28,1,12,7,6
188,658,233,1004,1,18,11,7
11,39,36,208,1,11,5,4
41,659,30,204,1,5,2,2
34,78,178,139,1,3,2,2
173,9,4,138,1,6,23,11
34,17,3,400,1,6,2,2
34,5,2,1005,1,4,2,2
51,660,2,149,1,2,7,6
221,510,19,1006,1,9,7,6
25,57,234,37,1,10,5,7
61,52,11,829,1,4,20,7
11,65,2,352,1,3,5,4
239,136,2,1007,1,2,5,6
82,28,39,1008,1,4,7,6
43,77,39,1009,1,1,11,5
28,146,83,79,1,6,14,10
134,16,8,1010,1,4,2,2
4,28,31,397,1,4,4,1
2,102,4,76,1,4,2,2
217,43,235,1011,1,19,7,6
242,473,3,1012,1,2,25,15
87,661,4,1013,2,6,25,15
287,28,31,1014,1,1,1,1
174,4,1,149,1,2,10,1
85,137,11,1015,1,2,2,2
81,219,11,65,1,14,7,6
174,65,39,1016,1,2,10,1
25,112,2,15,1,18,5,7
34,662,28,1017,1,6,2,2
2,521,181,37,1,2,2,2
34,209,4,1018,1,5,2,2
2,309,2,1019,1,5,2,2
90,91,4,1020,1,6,13,7
2,663,8,1021,1,2,2,2
133,206,3,1022,1,2,8,2
34,183,11,1023,1,6,2,2
221,664,39,1024,1,18,7,6
2,105,2,1025,2,4,2,2
66,96,2,1026,2,6,5,7
35,106,2,1027,2,9,2,2
24,232,6,1028,1,14,11,5
141,8,2,1029,1,1,11,7
346,104,236,1030,1,1,5,8
25,232,6,1031,1,11,5,7
112,665,3,1032,1,2,30,15
166,666,237,47,1,7,2,2
13,7,2,1033,1,1,10,7
224,4,68,15,1,6,5,4
52,667,212,34,1,6,17,12
154,113,238,176,2,1,6,5
34,343,3,377,1,2,2,2
2,398,2,295,1,6,2,2
23,34,2,1034,1,2,11,6
6,381,239,6,1,11,5,4
34,415,4,1035,2,11,2,2
63,28,2,1036,1,6,5,4
17,183,4,244,1,6,10,7
35,668,2,65,2,10,2,2
203,669,2,1037,1,4,9,14
230,77,42,1038,1,4,4,1
133,392,8,11,1,3,8,2
34,670,10,11,2,4,2,2
134,105,2,1039,1,2,2,2
71,137,2,97,1,2,10,7
82,118,49,1040,1,14,7,6
38,510,240,165,1,14,5,6
50,126,241,201,2,10,13,7
128,671,3,78,1,6,10,7
55,672,31,64,1,6,4,7
34,33,4,1041,1,6,2,2
25,605,1,1042,1,3,5,7
101,77,2,1043,1,2,5,8
4,1,12,1044,1,3,4,1
211,43,8,152,1,11,5,4
34,673,2,1045,1,4,2,2
221,22,105,390,1,11,7,6
85,123,212,24,1,5,2,2
27,24,6,88,1,5,13,7
113,11,3,1046,1,6,10,1
74,24,242,64,1,4,5,4
45,43,2,1047,1,5,1,5
55,84,2,1048,1,2,4,7
43,181,66,186,1,2,11,5
55,24,243,11,1,4,4,7
190,674,4,1049,1,6,6,5
82,285,94,165,1,9,7,6
69,12,10,1050,1,3,14,10
17,105,244,24,1,4,10,7
21,12,4,36,1,3,8,2
47,294,245,194,1,2,5,8
188,232,107,11,2,3,11,7
63,99,185,1051,1,13,5,4
347,68,10,1052,1,7,1,7
348,474,187,1053,1,4,5,6
6,210,2,1054,1,14,5,4
25,48,10,26,2,12,5,7
165,77,2,1055,1,2,6,7
34,33,31,87,1,2,2,2
2,675,10,1056,1,11,2,2
151,274,190,57,1,11,1,5
11,124,246,106,1,4,5,4
183,245,2,11,1,3,1,11
62,144,4,204,1,5,13,7
43,57,20,26,1,5,11,5
66,676,39,1057,1,2,5,7
11,24,1,32,1,5,5,4
133,12,1,26,3,3,8,2
150,220,6,26,1,4,7,6
13,77,4,1058,2,3,10,7
66,677,143,200,1,6,5,7
11,29,8,1059,1,5,5,4
90,77,2,78,1,6,13,7
176,75,3,1060,1,6,5,7
12,78,2,1061,1,2,9,4
2,204,6,1062,1,4,2,2
66,24,2,103,1,6,5,7
66,189,28,1063,1,2,5,7
27,8,3,514,1,5,13,7
23,226,72,78,1,1,11,6
48,4,32,6,1,2,13,7
11,7,11,204,1,5,5,4
11,39,11,1064,1,3,5,4
10,33,31,26,1,10,8,2
69,678,96,319,1,6,14,10
122,104,8,624,1,6,2,2
11,65,11,1065,1,6,5,4
242,473,2,1066,2,1,25,15
35,5,3,262,1,3,2,2
69,142,2,226,1,2,14,10
233,152,184,24,1,6,11,6
42,77,39,1067,1,4,6,1
90,113,3,34,1,6,13,7
188,651,105,1068,1,8,11,7
27,679,105,1069,2,5,13,7
176,8,105,26,1,4,5,7
167,168,105,1070,1,1,5,8
27,680,105,76,1,5,13,7
13,681,3,151,2,3,10,7
27,39,1,1071,1,4,13,7
133,682,11,26,1,5,8,2
133,33,11,1072,1,4,8,2
34,137,247,24,1,1,2,2
50,77,40,11,1,10,13,7
5,29,2,1073,1,2,5,4
85,683,2,1074,1,2,2,2
134,7,2,1075,2,4,2,2
21,81,2,1076,1,6,8,2
27,170,70,104,1,6,13,7
349,100,2,1077,1,7,13,7
11,684,248,151,1,3,5,4
50,1,10,1078,1,11,13,7
57,57,42,1079,1,6,7,7
27,685,10,76,1,4,13,7
25,274,53,37,1,9,5,7
102,686,143,63,1,4,10,10
350,106,10,44,1,6,6,5
2,387,4,1080,1,6,2,2
48,106,3,1081,1,4,13,7
2,137,29,161,1,5,2,2
27,39,8,6,1,4,13,7
25,43,19,32,1,11,5,7
31,16,19,1082,1,4,5,5
66,24,8,76,1,1,5,7
42,245,249,64,1,14,6,1
251,105,250,523,1,2,2,2
225,8,31,848,1,4,6,5
34,16,2,83,1,5,2,2
25,510,1,151,1,13,5,7
75,611,10,1083,1,2,8,2
2,62,10,1084,1,1,2,2
305,22,2,523,2,13,4,7
25,112,26,67,1,19,5,7
61,126,3,1085,1,5,20,7
15,232,2,1086,1,3,11,7
25,444,2,1087,1,11,5,7
351,421,11,2,1,6,17,12
134,17,2,1088,1,2,2,2
109,37,18,633,1,14,5,4
109,43,18,1089,1,14,5,4
171,18,18,1090,2,11,5,4
139,142,2,97,1,4,9,14
11,33,11,47,1,2,5,4
28,201,2,1091,1,2,14,10
25,274,10,1092,1,14,5,7
24,220,10,1093,1,5,11,5
69,33,12,1094,2,5,14,10
43,245,10,1095,1,3,11,5
340,4,2,1096,1,1,6,1
196,179,10,821,1,6,1,1
82,179,10,1097,1,3,7,6
57,43,10,1098,1,6,7,7
188,22,4,87,1,12,11,7
167,4,10,1099,1,1,5,8
82,232,10,1100,1,11,7,6
188,604,10,1101,1,11,11,7
31,29,11,1102,1,6,5,5
150,179,10,1103,1,3,7,6
75,17,12,1104,1,2,8,2
43,687,10,1105,1,6,11,5
2,61,2,1106,1,2,2,2
18,688,11,1107,1,6,5,8
18,77,11,194,1,2,5,8
81,99,4,154,1,4,7,6
25,1,19,10,1,3,5,7
34,33,3,1108,1,2,2,2
164,57,28,6,1,3,7,6
51,216,28,6,1,10,7,6
352,689,10,219,1,2,40,13
190,8,4,1109,1,6,6,5
82,690,49,1110,1,5,7,6
94,521,4,1111,2,7,5,4
69,148,251,214,1,2,14,10
187,510,1,1112,1,9,20,7
306,153,36,123,3,6,5,7
69,178,252,129,1,1,14,10
2,691,3,83,1,5,2,2
27,43,11,1113,1,14,13,7
35,7,2,65,2,4,2,2
122,33,6,1114,1,1,2,2
122,12,6,1115,1,2,2,2
122,33,6,1116,1,2,2,2
51,285,10,1117,1,14,7,6
13,65,3,1118,1,2,10,7
51,126,2,78,1,4,7,6
6,1,2,149,1,10,5,4
89,52,2,28,1,5,5,7
91,38,49,32,1,3,2,2
122,12,75,24,1,6,2,2
55,139,4,15,1,11,4,7
43,1,4,1119,1,5,11,5
88,692,146,1120,1,7,19,2
57,43,10,1121,1,6,7,7
225,24,2,1122,1,2,6,5
25,651,1,1123,1,14,5,7
197,1,4,201,1,5,5,5
10,16,10,1124,1,5,8,2
75,17,10,1083,1,2,8,2
91,12,4,76,1,4,2,2
120,93,28,26,1,10,7,7
24,118,2,1125,1,13,11,5
194,52,2,1126,1,3,7,7
57,139,10,1127,1,6,7,7
17,59,3,1128,1,4,10,7
57,176,1,67,1,8,7,7
34,313,10,1129,1,3,2,2
43,36,10,1130,1,5,11,5
57,93,10,1131,1,6,7,7
25,22,10,164,1,11,5,7
47,34,31,650,2,2,5,8
140,142,4,72,1,7,32,16
69,272,4,76,1,1,14,10
2,81,4,154,1,2,2,2
74,8,2,1132,1,5,5,4
353,113,4,84,1,7,7,6
18,168,8,123,1,2,5,8
94,693,12,5,1,1,5,4
346,7,39,1133,1,1,5,8
156,400,3,1134,1,1,34,17
199,694,10,1135,1,1,7,7
42,39,6,1136,1,1,6,1
188,226,8,177,1,6,11,7
4,68,6,261,2,2,4,1
91,33,2,67,1,6,2,2
11,170,10,1137,2,6,5,4
71,695,10,319,1,6,10,7
245,8,10,1138,1,5,10,7
97,696,31,1139,1,1,6,5
55,170,2,1140,1,1,4,7
191,72,143,1141,1,7,11,10
4,77,10,1142,1,2,4,1
4,99,10,1143,1,4,4,1
157,243,10,1144,1,6,5,7
256,102,4,49,1,7,11,10
18,4,4,1138,1,6,5,8
51,439,19,5,1,12,7,6
27,34,4,297,1,4,13,7
55,210,4,1145,1,3,4,7
188,697,233,1146,1,18,11,7
61,139,10,38,1,11,20,7
41,12,3,151,3,28,2,2
116,598,253,1147,1,1,2,2
41,72,8,537,1,28,2,2
145,698,4,1148,1,6,6,5
126,360,254,1149,1,7,2,2
57,112,19,352,1,18,7,7
260,22,6,1150,1,11,7,6
305,185,6,1151,1,11,4,7
211,274,6,1152,1,10,5,4
124,1,19,1153,1,2,7,7
102,372,3,5,1,2,10,10
54,79,4,678,1,3,18,6
75,7,109,5,2,10,8,2
51,220,2,1154,1,10,7,6
81,52,2,1155,1,10,7,6
131,278,2,1156,1,2,5,8
29,604,10,1157,1,9,5,5
30,177,255,176,1,2,10,10
286,140,2,608,1,8,2,2
354,4,11,129,1,6,49,6
112,699,18,176,1,4,30,15
34,12,2,1158,4,4,2,2
23,1,6,1159,1,2,11,6
355,4,6,1160,1,1,6,1
325,36,1,1161,1,6,7,6
81,179,1,1162,2,5,7,6
81,179,6,1163,1,10,7,6
61,233,6,1164,1,2,20,7
188,118,1,1165,1,11,11,7
356,266,2,180,1,2,40,3
176,24,18,1166,1,2,5,7
60,17,19,1167,1,6,19,2
4,8,3,890,2,5,4,1
171,24,55,38,1,13,5,4
6,57,12,615,2,5,5,4
357,8,1,1168,1,1,1,5
82,36,6,1169,1,4,7,6
85,16,256,72,1,2,2,2
358,422,2,36,1,2,39,17
11,246,18,6,1,10,5,4
120,117,10,1170,1,10,7,7
48,79,11,1171,1,4,13,7
359,79,2,1172,1,1,11,5
4,687,10,1173,1,4,4,1
111,700,2,26,2,9,18,6
30,701,31,523,1,3,10,10
111,179,192,1174,1,9,18,6
57,52,49,15,1,1,7,7
17,390,40,204,1,4,10,7
188,702,2,194,1,11,11,7
24,118,59,1175,1,11,11,5
360,77,10,1176,1,7,7,6
102,228,8,1177,1,6,10,10
66,24,3,176,1,1,5,7
361,604,257,637,1,9,11,7
6,220,39,1178,1,10,5,4
2,61,3,88,1,2,2,2
29,1,31,201,1,10,5,5
230,141,2,154,1,4,4,1
123,112,39,1179,1,9,1,1
111,22,39,1180,1,9,18,6
27,126,8,1181,1,14,13,7
188,210,39,1182,1,5,11,7
14,359,39,1183,1,10,7,7
120,274,39,1184,1,14,7,7
27,703,4,1185,2,3,13,7
15,43,4,250,2,5,11,7
115,704,4,1186,1,2,26,7
21,17,3,352,2,3,8,2
147,189,6,1187,1,1,1,6
309,36,6,1188,1,2,7,7
34,33,3,1189,1,6,2,2
12,16,18,162,1,1,9,4
130,126,55,1190,1,6,1,5
2,17,6,2,1,1,2,2
60,17,3,1191,1,6,19,2
42,291,39,1192,1,2,6,1
221,274,10,1193,1,9,7,6
124,57,39,1194,1,2,7,7
12,5,4,15,1,2,9,4
228,651,1,32,1,13,5,6
151,139,3,1195,1,14,1,5
6,139,2,1196,1,10,5,4
25,43,12,1197,1,3,5,7
70,105,8,149,1,6,9,5
171,68,2,1198,2,10,5,4
42,99,3,1199,1,10,6,1
302,33,3,261,1,5,8,2
172,634,1,1200,1,7,6,1
98,705,2,1201,1,13,27,8
271,117,10,11,1,10,7,6
30,81,12,1202,1,1,10,10
29,1,39,1203,1,5,5,5
183,706,10,1204,1,5,1,11
362,39,174,1205,1,1,11,5
81,126,6,1206,1,6,7,6
23,43,10,1207,1,10,11,6
120,179,10,1208,1,6,7,7
119,1,10,1209,1,2,1,6
27,77,11,281,1,4,13,7
61,274,2,1210,1,3,20,7
108,148,2,1211,1,7,8,2
82,651,10,1212,1,9,7,6
233,220,10,1213,1,6,11,6
233,139,10,1214,1,3,11,6
55,189,10,1215,1,4,4,7
129,707,4,1216,1,7,8,2
188,126,10,1217,1,2,11,7
57,57,10,1218,1,2,7,7
43,79,4,1219,1,6,11,5
134,72,137,15,1,1,2,2
61,126,19,1220,1,10,20,7
137,438,4,76,1,2,3,3
33,142,4,47,1,7,10,10
177,708,11,123,1,6,37,2
244,142,2,260,1,7,9,10
150,118,6,1188,1,10,7,6
25,126,2,1221,2,4,5,7
363,18,3,1222,1,7,1,7
305,43,6,1223,1,11,4,7
193,285,6,1224,1,9,11,6
194,232,6,1225,1,14,7,7
171,91,97,149,1,5,5,4
57,219,6,1226,1,1,7,7
123,603,2,1227,1,16,1,1
66,99,3,1228,1,2,5,7
11,709,2,1229,2,3,5,4
2,17,223,28,1,4,2,2
27,65,3,71,1,2,13,7
27,29,3,24,1,6,13,7
60,109,175,103,1,6,19,2
197,152,1,1230,1,4,5,5
24,118,154,151,1,11,11,5
51,139,6,1231,1,10,7,6
81,50,28,10,1,3,7,6
364,16,2,1232,1,1,6,1
124,126,6,1233,1,1,7,7
304,126,6,78,1,7,7,7
66,57,2,1234,1,6,5,7
28,272,30,542,1,7,14,10
365,710,2,176,2,2,16,3
47,24,3,1235,1,5,5,8
23,34,2,281,1,2,11,6
27,119,39,1236,1,6,13,7
81,37,3,1237,1,5,7,6
25,22,11,26,1,12,5,7
302,17,3,368,1,4,8,2
147,210,19,872,1,10,1,6
25,153,1,26,2,5,5,7
66,219,2,1238,1,2,5,7
50,162,3,1239,2,11,13,7
120,274,39,1240,1,10,7,7
66,1,39,1241,1,2,5,7
184,29,3,38,1,2,6,5
24,112,39,240,1,13,11,5
176,226,6,1242,1,6,5,7
11,8,10,1243,1,5,5,4
28,148,106,186,1,6,14,10
27,126,3,37,1,11,13,7
90,8,3,28,1,6,13,7
27,623,3,15,1,5,13,7
118,29,12,74,1,1,5,8
128,688,12,104,1,6,10,7
