brand,processor_brand,processor_name,processor_gnrtn,ram_gb,ssd,hdd,os,os_bit,graphic_card_gb,Price,Number of Ratings,Number of Reviews
4,0,0,2,0,1,1,0,1,0,50990,0,0
4,0,0,2,0,1,1,0,0,0,48900,1278,135
5,0,0,0,0,1,1,0,0,0,41790,0,0
1,0,0,2,0,1,1,0,0,0,57999,10,2
5,0,0,2,1,1,1,0,0,0,45930,0,0
4,0,0,2,1,1,1,0,0,0,55490,143,15
0,0,0,0,1,0,0,0,0,0,32890,28,4
1,0,0,0,1,0,0,0,0,0,35990,2124,233
5,0,0,2,1,0,0,0,0,0,42490,276,40
5,0,0,2,1,0,0,0,0,0,42190,250,21
5,0,0,0,1,0,0,0,0,0,39490,1917,189
4,0,0,2,1,0,0,0,0,0,43690,4999,490
0,0,0,0,0,0,0,0,0,0,35990,17,0
5,0,0,2,1,0,0,0,1,0,43800,17,0
1,0,0,0,1,0,0,0,1,0,38990,0,0
0,0,0,0,0,0,0,0,0,0,34990,4203,490
0,0,0,2,1,0,0,0,0,0,38900,13,0
5,0,0,0,0,0,0,0,0,0,39990,15,1
5,0,0,0,0,0,0,0,1,0,40890,527,46
1,0,0,0,0,0,0,0,0,0,36990,103,10
4,0,0,2,0,0,0,0,0,0,39990,324,45
4,0,0,2,0,0,0,0,0,0,41990,69,5
5,0,0,2,0,0,0,0,1,0,43970,16,0
4,0,0,2,0,0,0,0,0,0,39790,40,3
0,0,0,0,0,0,0,0,1,0,35590,12,1
4,0,0,0,0,0,0,0,0,0,36490,1146,175
0,0,0,0,0,0,0,0,0,0,38990,1850,216
0,0,0,0,0,0,0,0,1,0,33990,43,7
5,0,0,0,0,0,0,0,0,0,43400,231,26
0,0,2,1,0,0,2,0,1,0,24990,502,93
4,0,0,0,0,0,0,0,0,0,40750,1096,116
5,0,0,0,0,0,0,0,0,0,43000,313,35
0,0,0,0,0,0,0,0,0,0,38000,7,0
5,0,0,2,1,0,0,0,0,0,37990,265,46
4,0,0,3,1,0,0,0,0,1,49279,38,3
1,0,0,0,1,0,0,0,1,0,38999,7,2
0,0,0,2,1,0,0,0,1,0,41500,4,0
2,0,0,2,0,0,0,0,1,0,36999,0,0
5,0,0,2,1,0,0,0,1,0,42900,0,0
0,0,2,1,0,0,2,0,1,0,21490,818,113
5,0,0,2,1,0,0,0,1,0,41480,25,4
0,0,0,0,1,0,0,0,0,0,32990,12,0
0,0,0,2,1,0,0,0,0,0,38680,17,1
0,0,2,1,0,0,2,0,1,0,23990,974,170
5,0,0,0,1,0,0,0,0,0,40390,83,15
0,0,0,0,0,0,0,0,0,0,33990,31,6
